	d^2u/dx2^2{power: 1.0}	u{power: 1.0}	C	du/dx1{power: 1.0}	d^2u/dx1^2{power: 1.0}_r	du/dx1{power: 1.0}_r
325	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
326	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
327	0.0	0.0	0.0	0.0	0	-1
328	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
329	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
330	0.0	0.0	0.0	0.0	0	-1
331	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
332	0.0276466390350311	-0.2180803600893647	0.2630550855130323	-0.0411104426915212	-1	0
333	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
334	0.0	0.0	0.0	0.0	0	-1
335	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
336	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
337	0.0	0.0	0.0	0.0	0	-1
338	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
339	0.0	0.0	0.0	0.0	0	-1
340	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
341	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
342	0.0276466390350314	-0.218080360089353	0.263055085512993	-0.0411104426915212	-1	0
343	0.0	0.0	0.0	0.0	0	-1
344	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
345	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
346	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
347	0.0	0.0	0.0	0.0	0	-1
348	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
349	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
350	0.0276466390350329	-0.2180803600893364	0.263055085512941	-0.0411104426915203	-1	0
351	0.0	0.0	0.0	0.0	0	-1
352	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
353	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
354	0.0276466390350329	-0.2180803600893373	0.2630550855129436	-0.0411104426915203	-1	0
355	0.0	0.0	0.0	0.0	0	-1
356	0.034083335099562	0.0	-0.434644056538215	-0.0280409988028543	-1	0
357	0.0414160032032822	0.253863926872501	-1.2465836553337553	0.0	-1	0
